UNIQUE_READS_PERCENT, POLICY, READ_WRITES, CACHE_SIZE, RAM_SIZE, HIT, MISS, RATIO,TIME ns
10.0,FIFO, 2001,10,1000,109 ,891, 0.109,3.530740737915039
10.0,LRU, 2001,10,1000,95 ,905, 0.095,15.65098762512207
10.0,LFU, 2001,10,1000,106 ,894, 0.106,15.651226043701172
10.0,FIFO, 2001,10,1000,95 ,905, 0.095,15.813589096069336
10.0,LRU, 2001,10,1000,97 ,903, 0.097,15.436887741088867
10.0,LFU, 2001,10,1000,86 ,914, 0.086,15.606880187988281
10.0,FIFO, 2001,10,1000,97 ,903, 0.097,18.6464786529541
10.0,LRU, 2001,10,1000,117 ,883, 0.117,15.175104141235352
10.0,LFU, 2001,10,1000,104 ,896, 0.104,21.72708511352539
10.0,FIFO, 2001,10,1000,117 ,883, 0.117,5.855321884155273
10.0,LRU, 2001,10,1000,109 ,891, 0.109,15.230655670166016
10.0,LFU, 2001,10,1000,97 ,903, 0.097,15.67840576171875
10.0,FIFO, 2001,10,1000,109 ,891, 0.109,15.602350234985352
10.0,LRU, 2001,10,1000,105 ,895, 0.105,16.048431396484375
10.0,LFU, 2001,10,1000,87 ,913, 0.087,15.653610229492188
10.0,FIFO, 2001,10,1000,105 ,895, 0.105,15.621662139892578
10.0,LRU, 2001,10,1000,107 ,893, 0.107,31.254053115844727
10.0,LFU, 2001,10,1000,105 ,895, 0.105,15.63119888305664
10.0,FIFO, 2001,10,1000,107 ,893, 0.107,16.18504524230957
10.0,LRU, 2001,10,1000,102 ,898, 0.102,15.874385833740234
10.0,LFU, 2001,10,1000,99 ,901, 0.099,0.0
10.0,FIFO, 2001,10,1000,102 ,898, 0.102,0.0
10.0,LRU, 2001,10,1000,90 ,910, 0.09,15.600919723510742
10.0,LFU, 2001,10,1000,99 ,901, 0.099,15.651941299438477
10.0,FIFO, 2001,10,1000,90 ,910, 0.09,15.62356948852539
10.0,LRU, 2001,10,1000,95 ,905, 0.095,21.83699607849121
10.0,LFU, 2001,10,1000,101 ,899, 0.101,0.0
10.0,FIFO, 2001,10,1000,95 ,905, 0.095,15.80810546875
10.0,LRU, 2001,10,1000,106 ,894, 0.106,15.49386978149414
10.0,LFU, 2001,10,1000,105 ,895, 0.105,15.625476837158203
10.0,FIFO, 2001,10,1000,106 ,894, 0.106,15.807151794433594
10.0,LRU, 2001,10,1000,85 ,915, 0.085,15.642166137695312
10.0,LFU, 2001,10,1000,87 ,913, 0.087,16.051054000854492
10.0,FIFO, 2001,10,1000,85 ,915, 0.085,15.67697525024414
10.0,LRU, 2001,10,1000,106 ,894, 0.106,15.606880187988281
10.0,LFU, 2001,10,1000,91 ,909, 0.091,15.643596649169922
10.0,FIFO, 2001,10,1000,106 ,894, 0.106,15.624284744262695
10.0,LRU, 2001,10,1000,104 ,896, 0.104,15.624523162841797
10.0,LFU, 2001,10,1000,103 ,897, 0.103,18.141746520996094
10.0,FIFO, 2001,10,1000,104 ,896, 0.104,13.527393341064453
10.0,LRU, 2001,10,1000,115 ,885, 0.115,15.654563903808594
10.0,LFU, 2001,10,1000,109 ,891, 0.109,18.224239349365234
10.0,FIFO, 2001,10,1000,115 ,885, 0.115,19.83809471130371
10.0,LRU, 2001,10,1000,99 ,901, 0.099,7.696390151977539
10.0,LFU, 2001,10,1000,99 ,901, 0.099,15.048980712890625
10.0,FIFO, 2001,10,1000,99 ,901, 0.099,16.094684600830078
10.0,LRU, 2001,10,1000,98 ,902, 0.098,15.649557113647461
10.0,LFU, 2001,10,1000,95 ,905, 0.095,15.724897384643555
10.0,FIFO, 2001,10,1000,98 ,902, 0.098,15.552759170532227
10.0,LRU, 2001,10,1000,97 ,903, 0.097,15.617132186889648
10.0,LFU, 2001,10,1000,109 ,891, 0.109,15.631914138793945
10.0,FIFO, 2001,10,1000,97 ,903, 0.097,0.0
10.0,LRU, 2001,10,1000,95 ,905, 0.095,1.0228157043457031
10.0,LFU, 2001,10,1000,85 ,915, 0.085,15.67983627319336
10.0,FIFO, 2001,10,1000,95 ,905, 0.095,15.624761581420898
10.0,LRU, 2001,10,1000,100 ,900, 0.1,15.62356948852539
10.0,LFU, 2001,10,1000,100 ,900, 0.1,15.61117172241211
10.0,FIFO, 2001,10,1000,100 ,900, 0.1,15.6402587890625
10.0,LRU, 2001,10,1000,108 ,892, 0.108,20.671367645263672
10.0,LFU, 2001,10,1000,110 ,890, 0.11,11.027812957763672
10.0,FIFO, 2001,10,1000,108 ,892, 0.108,15.647411346435547
10.0,LRU, 2001,10,1000,95 ,905, 0.095,15.633344650268555
10.0,LFU, 2001,10,1000,115 ,885, 0.115,15.624523162841797
10.0,FIFO, 2001,10,1000,95 ,905, 0.095,31.25452995300293
10.0,LRU, 2001,10,1000,105 ,895, 0.105,16.100645065307617
10.0,LFU, 2001,10,1000,79 ,921, 0.079,15.676259994506836
10.0,FIFO, 2001,10,1000,104 ,896, 0.104,0.0
10.0,LRU, 2001,10,1000,104 ,896, 0.104,15.597820281982422
10.0,LFU, 2001,10,1000,113 ,887, 0.113,31.266450881958008
10.0,FIFO, 2001,10,1000,104 ,896, 0.104,47.57189750671387
10.0,LRU, 2001,10,1000,104 ,896, 0.104,40.91238975524902
10.0,LFU, 2001,10,1000,103 ,897, 0.103,37.73999214172363
